StudentID,Name,Gender,DOB,Age,State,District,City,PinCode,Caste,Category,Medium,SchoolID,SchoolName,SchoolType,SchoolBoard,Class,Section,Stream,FatherName,MotherName,ParentEducationLevel,ParentOccupation,FamilyIncome,Math,Science,English,SocialScience,Hindi,Computer,GK,Sanskrit,EVS,Art,Total,Percentage,AttendancePercent,DisciplinaryNotes,ExtracurricularScore
S1345,Student_345,Male,24-02-2005,19,West Bengal,District C,City Z,604515,OBC,Urban,Hindi,Sch105,School_5,Private,State,7,C,Commerce,Father_345,Mother_345,Secondary,Farmer,55393,97,66,52,45,57,47,57,80,84,49,634,63.4,66.23,No,3
S1346,Student_346,Male,12-01-2006,18,Tamil Nadu,District B,City Y,817186,GEN,Urban,English,Sch106,School_6,Govt,CBSE,8,B,Science,Father_346,Mother_346,None,Business,8143,96,83,67,47,96,34,30,36,60,31,580,58,89.94,Yes,1
S1347,Student_347,Female,25-05-2005,19,Karnataka,District A,City Z,775573,GEN,Urban,Regional,Sch107,School_7,Govt,State,9,A,Arts,Father_347,Mother_347,Secondary,Farmer,62505,70,57,73,76,43,53,65,52,59,38,586,58.6,60.53,Yes,7
S1348,Student_348,Female,16-05-2006,18,Tamil Nadu,District A,City Z,171916,SC,Rural,English,Sch108,School_8,Govt,CBSE,11,C,Science,Father_348,Mother_348,None,Farmer,17417,39,99,34,85,81,67,42,75,96,68,686,68.6,77.28,No,8
S1349,Student_349,Male,03-01-2004,21,Karnataka,District C,City Z,821511,OBC,Rural,Hindi,Sch109,School_9,Private,CBSE,6,C,Arts,Father_349,Mother_349,PG,Farmer,36300,57,61,81,57,72,96,34,57,42,59,616,61.6,58.99,No,2
S1350,Student_350,Female,24-05-2006,18,Rajasthan,District B,City X,359590,SC,Urban,Regional,Sch110,School_10,Private,State,11,B,Arts,Father_350,Mother_350,None,Laborer,97062,63,40,69,85,48,99,43,53,88,83,671,67.1,67.37,No,9
S1351,Student_351,Male,30-01-2006,18,Tamil Nadu,District A,City Z,872378,GEN,Urban,Regional,Sch111,School_11,Govt,CBSE,11,A,Commerce,Father_351,Mother_351,PG,Laborer,33896,68,71,40,66,56,81,61,36,83,87,649,64.9,96.57,Yes,4
S1352,Student_352,Male,25-08-2007,17,Bihar,District B,City X,675194,ST,Rural,English,Sch112,School_12,Private,ICSE,10,C,Science,Father_352,Mother_352,None,Laborer,55629,85,52,31,45,47,68,79,78,50,73,608,60.8,57.3,No,10
S1353,Student_353,Female,06-10-2006,18,Delhi,District A,City Y,886895,SC,Urban,Hindi,Sch113,School_13,Govt,ICSE,11,B,Science,Father_353,Mother_353,None,Farmer,32606,81,59,64,94,42,88,56,32,72,72,660,66,81.62,Yes,9
S1354,Student_354,Female,14-12-2006,18,Bihar,District C,City Z,174694,ST,Rural,English,Sch114,School_14,Private,CBSE,9,B,Science,Father_354,Mother_354,Secondary,Laborer,44916,32,38,74,89,30,55,64,31,40,39,492,49.2,79.65,No,3
S1355,Student_355,Male,25-04-2009,15,Rajasthan,District C,City Z,513867,ST,Rural,English,Sch115,School_15,Private,ICSE,6,B,Arts,Father_355,Mother_355,None,Teacher,66330,52,88,78,90,63,94,32,36,96,77,706,70.6,56.04,No,8
S1356,Student_356,Female,13-04-2004,20,Karnataka,District B,City Z,955126,OBC,Urban,Hindi,Sch116,School_16,Govt,State,9,B,Science,Father_356,Mother_356,PG,Laborer,12551,46,57,64,40,42,77,33,50,67,46,522,52.2,66.3,Yes,2
S1357,Student_357,Female,28-04-2007,17,Bihar,District C,City Y,382152,SC,Rural,Hindi,Sch117,School_17,Govt,ICSE,7,C,Arts,Father_357,Mother_357,Secondary,Engineer,61422,55,62,61,95,80,82,36,38,53,34,596,59.6,78.15,Yes,3
S1358,Student_358,Male,05-01-2009,16,Karnataka,District A,City X,170474,ST,Urban,English,Sch118,School_18,Private,CBSE,8,A,Science,Father_358,Mother_358,None,Laborer,72782,47,76,97,61,30,38,32,41,80,99,601,60.1,59.36,Yes,1
S1359,Student_359,Male,25-12-2008,16,Bihar,District C,City X,662473,ST,Urban,Regional,Sch119,School_19,Govt,State,11,B,Science,Father_359,Mother_359,Secondary,Laborer,70391,75,51,68,48,57,34,88,53,90,93,657,65.7,90.03,Yes,5
S1360,Student_360,Female,04-09-2004,20,Bihar,District B,City Z,450068,OBC,Rural,English,Sch100,School_0,Govt,ICSE,10,B,Commerce,Father_360,Mother_360,Graduate,Laborer,68411,99,58,77,85,61,90,30,62,75,95,732,73.2,98.61,Yes,4
S1361,Student_361,Male,29-12-2004,20,Karnataka,District B,City Y,362048,OBC,Rural,Regional,Sch101,School_1,Private,State,6,C,Science,Father_361,Mother_361,Secondary,Laborer,78185,60,63,66,34,84,50,57,72,72,33,591,59.1,60.74,Yes,1
S1362,Student_362,Male,16-11-2008,16,Uttar Pradesh,District B,City Y,880862,GEN,Urban,English,Sch102,School_2,Private,CBSE,10,B,Commerce,Father_362,Mother_362,Graduate,Engineer,5888,38,71,89,32,55,92,88,34,56,57,612,61.2,59.35,No,10
S1363,Student_363,Female,01-05-2006,18,Bihar,District A,City Y,826499,ST,Rural,Hindi,Sch103,School_3,Private,ICSE,10,B,Commerce,Father_363,Mother_363,Graduate,Business,62135,64,81,33,57,43,49,82,43,59,67,578,57.8,72.75,Yes,9
S1364,Student_364,Male,13-10-2009,15,Tamil Nadu,District A,City Y,921412,GEN,Urban,Regional,Sch104,School_4,Govt,State,10,A,Arts,Father_364,Mother_364,Secondary,Laborer,34424,89,76,52,58,97,87,39,65,92,95,750,75,87.39,Yes,6
S1365,Student_365,Male,29-05-2005,19,Delhi,District A,City Y,646792,ST,Rural,Hindi,Sch105,School_5,Private,State,11,B,Science,Father_365,Mother_365,PG,Teacher,46559,92,80,43,88,92,74,32,64,39,96,700,70,64.08,No,6
S1366,Student_366,Female,25-03-2007,17,Rajasthan,District A,City X,154970,GEN,Rural,Hindi,Sch106,School_6,Private,ICSE,6,C,Science,Father_366,Mother_366,PG,Engineer,16075,81,74,34,54,43,51,36,79,32,89,573,57.3,50.99,Yes,2
S1367,Student_367,Female,19-08-2005,19,Uttar Pradesh,District A,City X,378910,OBC,Urban,Hindi,Sch107,School_7,Private,State,6,A,Science,Father_367,Mother_367,PG,Business,27699,77,63,95,51,56,92,38,40,89,76,677,67.7,77.06,Yes,7
S1368,Student_368,Male,14-10-2008,16,Karnataka,District C,City X,741232,SC,Urban,Hindi,Sch108,School_8,Private,State,10,C,Commerce,Father_368,Mother_368,Primary,Laborer,52972,90,50,53,52,70,59,98,53,56,54,635,63.5,97.83,No,9
S1369,Student_369,Male,09-06-2004,20,Uttar Pradesh,District A,City Z,980354,OBC,Urban,Hindi,Sch109,School_9,Private,CBSE,8,A,Science,Father_369,Mother_369,Graduate,Business,14950,53,42,47,99,32,92,42,73,74,95,649,64.9,69.56,No,6
S1370,Student_370,Female,28-09-2004,20,Maharashtra,District A,City Y,504911,GEN,Rural,English,Sch110,School_10,Govt,CBSE,11,A,Arts,Father_370,Mother_370,Secondary,Teacher,10413,87,83,56,69,88,73,69,80,91,96,792,79.2,71.01,No,8
S1371,Student_371,Female,07-02-2007,17,Maharashtra,District C,City Z,511012,GEN,Urban,Regional,Sch111,School_11,Private,CBSE,11,B,Arts,Father_371,Mother_371,PG,Engineer,44305,93,54,53,43,52,96,91,46,53,98,679,67.9,98.45,Yes,5
S1372,Student_372,Female,13-08-2004,20,Bihar,District A,City Y,273615,SC,Urban,English,Sch112,School_12,Private,CBSE,9,B,Science,Father_372,Mother_372,PG,Engineer,8569,59,50,58,58,47,87,91,99,75,69,693,69.3,84.73,No,2
S1373,Student_373,Female,21-05-2004,20,Bihar,District B,City X,597666,ST,Rural,English,Sch113,School_13,Govt,CBSE,11,B,Commerce,Father_373,Mother_373,Secondary,Business,71778,58,30,40,45,70,94,39,37,73,79,565,56.5,85.96,Yes,4
S1374,Student_374,Male,19-10-2007,17,Tamil Nadu,District A,City Z,788499,GEN,Rural,English,Sch114,School_14,Private,CBSE,10,C,Arts,Father_374,Mother_374,Graduate,Laborer,35085,39,87,47,39,37,65,40,57,92,69,572,57.2,78.14,No,1
S1375,Student_375,Female,31-05-2009,15,Delhi,District A,City X,220494,GEN,Urban,Hindi,Sch115,School_15,Private,ICSE,7,B,Arts,Father_375,Mother_375,Secondary,Farmer,81023,68,98,33,76,61,35,91,41,33,66,602,60.2,98.73,Yes,1
S1376,Student_376,Female,24-04-2009,15,Rajasthan,District B,City Y,859229,GEN,Urban,English,Sch116,School_16,Govt,CBSE,10,B,Commerce,Father_376,Mother_376,Primary,Engineer,88845,84,42,62,33,70,66,85,72,45,98,657,65.7,84.44,No,6
S1377,Student_377,Male,25-08-2007,17,Uttar Pradesh,District B,City Y,633090,SC,Urban,Regional,Sch117,School_17,Private,State,6,A,Arts,Father_377,Mother_377,Primary,Farmer,97174,57,81,71,41,74,84,78,66,80,46,678,67.8,94.75,No,2
S1378,Student_378,Female,06-03-2008,16,Maharashtra,District B,City Y,271277,OBC,Urban,English,Sch118,School_18,Govt,ICSE,11,B,Commerce,Father_378,Mother_378,Secondary,Engineer,41163,47,52,61,71,38,88,45,92,77,91,662,66.2,84.97,No,6
S1379,Student_379,Male,26-12-2004,20,Bihar,District B,City X,591966,GEN,Rural,Hindi,Sch119,School_19,Private,State,11,B,Arts,Father_379,Mother_379,Graduate,Laborer,54592,70,50,80,33,77,67,38,92,94,70,671,67.1,86.76,Yes,1
S1380,Student_380,Female,06-12-2004,20,West Bengal,District A,City Y,396303,SC,Rural,Regional,Sch100,School_0,Govt,CBSE,9,B,Commerce,Father_380,Mother_380,PG,Laborer,92151,94,35,33,35,53,54,62,39,98,71,574,57.4,64.52,Yes,10
S1381,Student_381,Female,14-09-2008,16,West Bengal,District B,City X,111516,GEN,Urban,Regional,Sch101,School_1,Govt,CBSE,7,B,Arts,Father_381,Mother_381,Primary,Engineer,62333,75,49,49,43,73,62,64,66,74,60,615,61.5,65.17,No,3
S1382,Student_382,Female,06-09-2009,15,Rajasthan,District B,City Z,412636,ST,Urban,Regional,Sch102,School_2,Private,State,11,A,Science,Father_382,Mother_382,Primary,Business,13039,89,69,96,64,87,42,68,40,32,62,649,64.9,89.15,No,9
S1383,Student_383,Male,27-11-2006,18,Uttar Pradesh,District C,City Y,915518,SC,Urban,Regional,Sch103,School_3,Govt,State,9,B,Arts,Father_383,Mother_383,Graduate,Laborer,13198,38,38,97,76,95,67,54,48,46,72,631,63.1,64.84,No,2
S1384,Student_384,Male,19-11-2006,18,Bihar,District B,City Y,738046,GEN,Rural,English,Sch104,School_4,Govt,State,9,A,Arts,Father_384,Mother_384,Primary,Laborer,39354,74,79,91,87,47,87,85,81,66,96,793,79.3,78.14,No,8
S1385,Student_385,Female,29-06-2006,18,Bihar,District B,City Y,654768,SC,Urban,Hindi,Sch105,School_5,Private,ICSE,7,C,Science,Father_385,Mother_385,Primary,Teacher,8824,89,57,87,94,58,49,77,47,34,67,659,65.9,62.47,Yes,6
S1386,Student_386,Male,09-07-2009,15,Maharashtra,District C,City Z,283163,GEN,Urban,Regional,Sch106,School_6,Private,CBSE,10,B,Science,Father_386,Mother_386,Graduate,Laborer,55420,57,40,76,48,31,46,39,61,76,70,544,54.4,90.85,No,6
S1387,Student_387,Male,03-06-2009,15,Maharashtra,District C,City Y,228023,OBC,Rural,Regional,Sch107,School_7,Govt,State,10,B,Science,Father_387,Mother_387,Secondary,Teacher,94535,32,85,88,86,97,53,70,52,73,92,728,72.8,55.53,No,7
S1388,Student_388,Male,14-07-2008,16,Bihar,District A,City X,472339,GEN,Rural,Hindi,Sch108,School_8,Private,CBSE,10,B,Science,Father_388,Mother_388,PG,Laborer,8436,80,64,35,94,68,55,88,41,62,69,656,65.6,91.47,Yes,5
S1389,Student_389,Male,06-11-2004,20,Karnataka,District C,City X,278838,SC,Urban,English,Sch109,School_9,Govt,State,8,A,Commerce,Father_389,Mother_389,PG,Laborer,98550,37,54,69,42,70,69,57,87,50,59,594,59.4,80.14,Yes,4
S1390,Student_390,Male,18-09-2008,16,Bihar,District A,City Y,925169,ST,Urban,Regional,Sch110,School_10,Govt,CBSE,10,B,Commerce,Father_390,Mother_390,Primary,Business,45857,99,48,52,37,51,61,70,50,96,76,640,64,59.35,No,6
S1391,Student_391,Male,22-05-2008,16,Rajasthan,District C,City Y,371409,ST,Rural,English,Sch111,School_11,Private,ICSE,7,B,Arts,Father_391,Mother_391,PG,Business,21057,88,60,81,47,78,66,95,50,97,51,713,71.3,77.1,No,8
S1392,Student_392,Female,08-12-2009,15,Bihar,District C,City Z,738453,ST,Urban,English,Sch112,School_12,Private,CBSE,8,C,Arts,Father_392,Mother_392,Secondary,Laborer,6310,90,79,33,64,57,89,80,58,61,84,695,69.5,64.12,Yes,4
S1393,Student_393,Female,12-11-2006,18,Tamil Nadu,District A,City Z,743789,GEN,Urban,English,Sch113,School_13,Govt,State,10,A,Arts,Father_393,Mother_393,Primary,Engineer,80355,87,92,66,55,45,86,91,76,53,72,723,72.3,66.17,Yes,5
S1394,Student_394,Male,11-04-2005,19,Delhi,District C,City Z,873617,OBC,Rural,English,Sch114,School_14,Private,CBSE,8,A,Commerce,Father_394,Mother_394,PG,Engineer,83993,99,76,71,67,97,87,59,41,64,90,751,75.1,67.58,No,7
S1395,Student_395,Female,31-08-2004,20,Tamil Nadu,District A,City Y,433134,GEN,Rural,Regional,Sch115,School_15,Private,ICSE,7,C,Arts,Father_395,Mother_395,None,Laborer,71013,41,30,73,95,91,96,69,87,47,61,690,69,53.17,Yes,6
S1396,Student_396,Female,12-01-2009,15,Tamil Nadu,District C,City Z,594670,ST,Rural,Regional,Sch116,School_16,Govt,ICSE,10,A,Arts,Father_396,Mother_396,None,Engineer,65022,38,87,71,55,65,51,69,70,96,33,635,63.5,99.3,Yes,4
S1397,Student_397,Female,27-08-2006,18,Karnataka,District B,City Z,901818,SC,Urban,English,Sch117,School_17,Govt,CBSE,6,B,Commerce,Father_397,Mother_397,None,Laborer,13906,78,39,58,86,51,87,98,48,83,74,702,70.2,51.58,No,4
S1398,Student_398,Female,18-02-2005,19,Karnataka,District C,City X,991150,ST,Rural,English,Sch118,School_18,Govt,State,11,B,Arts,Father_398,Mother_398,None,Business,14868,46,37,48,54,40,78,91,41,55,49,539,53.9,83.12,No,10
S1399,Student_399,Male,11-02-2005,19,West Bengal,District A,City Z,923857,SC,Rural,Hindi,Sch119,School_19,Govt,ICSE,7,C,Commerce,Father_399,Mother_399,None,Farmer,23546,83,55,61,59,71,78,44,52,89,94,686,68.6,68.56,Yes,4
S1400,Student_400,Female,15-06-2009,15,Bihar,District C,City X,221635,OBC,Urban,Hindi,Sch100,School_0,Govt,ICSE,9,A,Commerce,Father_400,Mother_400,Primary,Teacher,77855,73,63,73,36,84,71,32,34,94,89,649,64.9,82.3,No,1
S1401,Student_401,Female,23-03-2007,17,Tamil Nadu,District A,City X,798614,SC,Urban,Hindi,Sch101,School_1,Govt,CBSE,9,A,Science,Father_401,Mother_401,Graduate,Engineer,38149,61,48,84,56,64,69,53,55,80,55,625,62.5,67.81,No,5
S1402,Student_402,Male,17-10-2004,20,Karnataka,District A,City Z,320935,GEN,Rural,Regional,Sch102,School_2,Private,ICSE,7,A,Science,Father_402,Mother_402,Graduate,Engineer,72381,64,30,34,40,86,75,70,92,89,52,632,63.2,83.69,No,8
S1403,Student_403,Male,07-06-2005,19,Maharashtra,District B,City X,611566,GEN,Rural,Hindi,Sch103,School_3,Govt,ICSE,9,C,Commerce,Father_403,Mother_403,Primary,Business,28684,78,77,75,37,63,51,92,81,88,69,711,71.1,86.46,No,7
S1404,Student_404,Female,04-08-2009,15,Bihar,District B,City Y,153634,GEN,Urban,Regional,Sch104,School_4,Private,State,7,B,Commerce,Father_404,Mother_404,Primary,Engineer,34858,83,54,74,40,99,50,77,39,46,31,593,59.3,84.53,No,5
S1405,Student_405,Female,07-06-2009,15,Rajasthan,District A,City Y,803022,SC,Urban,Regional,Sch105,School_5,Private,State,6,C,Science,Father_405,Mother_405,Secondary,Laborer,50330,45,53,50,59,33,80,90,68,50,55,583,58.3,55.7,Yes,3
S1406,Student_406,Female,14-05-2006,18,Delhi,District C,City Z,973420,GEN,Rural,Regional,Sch106,School_6,Govt,State,7,B,Arts,Father_406,Mother_406,Graduate,Laborer,64204,41,76,51,44,75,43,77,52,96,91,646,64.6,82.84,Yes,1
S1407,Student_407,Female,08-03-2007,17,Uttar Pradesh,District A,City Y,859144,GEN,Rural,Regional,Sch107,School_7,Private,CBSE,10,C,Arts,Father_407,Mother_407,None,Farmer,97203,37,98,59,85,40,38,76,40,57,73,603,60.3,64,No,7
S1408,Student_408,Female,01-12-2004,20,Bihar,District A,City X,992769,GEN,Urban,Hindi,Sch108,School_8,Govt,ICSE,10,B,Arts,Father_408,Mother_408,Primary,Farmer,30293,50,96,52,64,90,47,85,77,73,60,694,69.4,51.44,No,3
S1409,Student_409,Female,07-01-2008,16,Uttar Pradesh,District C,City Y,592503,OBC,Rural,English,Sch109,School_9,Private,CBSE,8,A,Commerce,Father_409,Mother_409,None,Farmer,61869,77,61,34,68,64,42,37,45,99,55,582,58.2,70.74,No,4
S1410,Student_410,Male,14-01-2006,18,Tamil Nadu,District C,City Z,318599,SC,Urban,English,Sch110,School_10,Govt,ICSE,9,A,Science,Father_410,Mother_410,Graduate,Laborer,95429,37,46,92,53,98,46,47,75,91,34,619,61.9,71.68,Yes,5
S1411,Student_411,Female,14-03-2005,19,Delhi,District C,City Z,337919,SC,Rural,English,Sch111,School_11,Govt,ICSE,11,A,Arts,Father_411,Mother_411,PG,Farmer,9629,57,90,88,37,86,54,52,76,71,99,710,71,73.36,Yes,8
S1412,Student_412,Female,12-06-2005,19,Uttar Pradesh,District C,City X,568668,ST,Urban,Hindi,Sch112,School_12,Govt,ICSE,9,C,Science,Father_412,Mother_412,PG,Farmer,10704,39,98,81,72,40,83,98,77,51,64,703,70.3,85.24,Yes,7
S1413,Student_413,Male,07-03-2006,18,Tamil Nadu,District A,City Z,503359,SC,Urban,English,Sch113,School_13,Govt,State,7,C,Science,Father_413,Mother_413,Primary,Laborer,6776,81,40,94,71,41,45,94,98,67,45,676,67.6,65.44,Yes,9
S1414,Student_414,Male,13-12-2009,15,Maharashtra,District A,City Y,584607,OBC,Rural,Hindi,Sch114,School_14,Private,CBSE,11,C,Commerce,Father_414,Mother_414,Secondary,Business,62255,44,67,68,70,72,53,75,54,43,60,606,60.6,65.76,No,3
S1415,Student_415,Male,10-05-2005,19,Uttar Pradesh,District B,City Z,691731,SC,Rural,Hindi,Sch115,School_15,Private,CBSE,11,A,Arts,Father_415,Mother_415,None,Engineer,53281,33,97,32,76,48,52,95,66,55,43,597,59.7,53.03,No,10
S1416,Student_416,Male,25-07-2007,17,Delhi,District A,City X,391568,OBC,Urban,Hindi,Sch116,School_16,Private,ICSE,9,B,Science,Father_416,Mother_416,Primary,Teacher,36236,91,48,71,55,97,70,98,92,69,54,745,74.5,84.34,Yes,1
S1417,Student_417,Female,02-10-2004,20,West Bengal,District C,City Z,450988,OBC,Rural,English,Sch117,School_17,Private,CBSE,11,A,Commerce,Father_417,Mother_417,Secondary,Laborer,71780,33,46,56,81,88,62,51,58,83,47,605,60.5,78.39,Yes,1
S1418,Student_418,Female,13-09-2007,17,Bihar,District B,City Y,928416,SC,Rural,English,Sch118,School_18,Private,State,11,A,Commerce,Father_418,Mother_418,None,Laborer,6333,70,42,57,51,31,71,94,87,42,79,624,62.4,67.47,No,10
S1419,Student_419,Female,23-09-2005,19,Tamil Nadu,District C,City X,141505,ST,Rural,English,Sch119,School_19,Govt,CBSE,10,B,Commerce,Father_419,Mother_419,Graduate,Teacher,74205,84,30,83,34,37,77,41,60,48,49,543,54.3,85.26,No,1
S1420,Student_420,Female,25-01-2008,16,Bihar,District A,City Y,202478,GEN,Urban,Regional,Sch100,School_0,Govt,ICSE,6,B,Arts,Father_420,Mother_420,PG,Teacher,88120,57,31,44,44,51,47,48,97,71,85,575,57.5,76.87,No,2
S1421,Student_421,Female,07-10-2004,20,Delhi,District B,City X,162699,GEN,Rural,Hindi,Sch101,School_1,Govt,State,7,B,Arts,Father_421,Mother_421,Secondary,Farmer,55946,76,95,82,65,50,92,51,70,70,31,682,68.2,73.46,No,2
S1422,Student_422,Female,09-09-2004,20,Karnataka,District C,City Z,518680,SC,Rural,Regional,Sch102,School_2,Govt,State,9,B,Commerce,Father_422,Mother_422,None,Teacher,60333,38,97,99,92,58,40,84,79,79,55,721,72.1,75.57,No,7
S1423,Student_423,Male,06-11-2006,18,Tamil Nadu,District B,City X,254721,SC,Urban,Hindi,Sch103,School_3,Govt,ICSE,10,A,Arts,Father_423,Mother_423,Primary,Engineer,32277,31,45,33,78,66,53,91,73,32,52,554,55.4,81.82,Yes,9
S1424,Student_424,Female,16-10-2006,18,Uttar Pradesh,District B,City X,921190,OBC,Rural,English,Sch104,School_4,Private,CBSE,8,C,Arts,Father_424,Mother_424,None,Engineer,55606,96,33,46,84,58,90,80,38,60,61,646,64.6,83,No,8
S1425,Student_425,Male,12-06-2008,16,Tamil Nadu,District A,City Z,236668,SC,Rural,Hindi,Sch105,School_5,Govt,ICSE,11,A,Science,Father_425,Mother_425,Primary,Engineer,6933,77,86,63,89,66,93,77,88,44,42,725,72.5,64.45,Yes,4
S1426,Student_426,Male,05-04-2009,15,Bihar,District C,City Y,378518,OBC,Urban,Hindi,Sch106,School_6,Govt,CBSE,11,B,Commerce,Father_426,Mother_426,PG,Engineer,38514,98,52,35,86,50,65,46,56,83,42,613,61.3,57.04,Yes,2
S1427,Student_427,Female,26-09-2004,20,Maharashtra,District B,City Z,742974,ST,Urban,Regional,Sch107,School_7,Private,CBSE,9,C,Commerce,Father_427,Mother_427,PG,Engineer,94893,57,31,65,58,41,82,42,88,82,46,592,59.2,57.83,No,3
S1428,Student_428,Male,16-11-2008,16,Tamil Nadu,District B,City X,365919,SC,Rural,Hindi,Sch108,School_8,Private,State,6,C,Arts,Father_428,Mother_428,None,Farmer,97607,43,96,68,48,77,76,57,32,74,87,658,65.8,81.97,Yes,10
S1429,Student_429,Female,20-04-2006,18,Uttar Pradesh,District C,City Z,913820,GEN,Rural,English,Sch109,School_9,Govt,ICSE,6,A,Commerce,Father_429,Mother_429,None,Laborer,67958,75,55,95,39,76,81,96,36,67,56,676,67.6,93.64,Yes,5
S1430,Student_430,Male,02-12-2006,18,Karnataka,District B,City X,485944,GEN,Urban,Hindi,Sch110,School_10,Govt,State,9,A,Commerce,Father_430,Mother_430,Primary,Teacher,11827,42,36,37,39,44,86,34,45,79,46,488,48.8,70.47,No,9
S1431,Student_431,Female,05-11-2004,20,West Bengal,District B,City Z,907461,SC,Urban,Hindi,Sch111,School_11,Private,ICSE,9,A,Commerce,Father_431,Mother_431,Primary,Laborer,35844,45,73,44,86,96,52,89,78,53,67,683,68.3,58.48,Yes,8
S1432,Student_432,Male,26-08-2007,17,Rajasthan,District B,City Z,708269,OBC,Rural,Hindi,Sch112,School_12,Govt,ICSE,10,C,Arts,Father_432,Mother_432,Secondary,Teacher,96200,69,62,92,83,42,88,44,61,46,43,630,63,87.83,No,3
S1433,Student_433,Female,25-01-2005,19,Maharashtra,District C,City Y,415783,GEN,Rural,Regional,Sch113,School_13,Govt,State,9,C,Arts,Father_433,Mother_433,Secondary,Farmer,5792,59,93,94,85,88,98,73,73,47,43,753,75.3,91.62,No,9
S1434,Student_434,Female,21-05-2006,18,West Bengal,District C,City X,214010,OBC,Rural,Hindi,Sch114,School_14,Govt,ICSE,8,C,Arts,Father_434,Mother_434,Secondary,Farmer,44695,94,65,88,97,42,85,75,48,71,41,706,70.6,94.03,Yes,10
S1435,Student_435,Female,27-04-2009,15,Karnataka,District C,City Y,655393,SC,Urban,Hindi,Sch115,School_15,Private,ICSE,10,B,Science,Father_435,Mother_435,None,Business,88187,87,33,39,98,48,71,58,32,46,98,610,61,80.34,No,3
S1436,Student_436,Female,25-01-2009,15,Tamil Nadu,District C,City X,623472,SC,Rural,Regional,Sch116,School_16,Govt,CBSE,11,B,Commerce,Father_436,Mother_436,Secondary,Business,47510,77,52,36,84,86,47,97,89,45,97,710,71,93.04,No,10
S1437,Student_437,Female,20-03-2006,18,Bihar,District A,City Z,506884,GEN,Urban,Regional,Sch117,School_17,Govt,ICSE,11,A,Science,Father_437,Mother_437,None,Farmer,44137,78,54,41,98,61,62,78,64,81,84,701,70.1,50.77,Yes,8
S1438,Student_438,Male,09-03-2007,17,Delhi,District B,City X,359021,SC,Urban,Regional,Sch118,School_18,Private,ICSE,11,C,Arts,Father_438,Mother_438,PG,Farmer,89610,31,56,75,30,50,32,72,58,65,92,561,56.1,55.36,No,1
S1439,Student_439,Male,22-06-2007,17,Bihar,District C,City Y,247032,ST,Urban,Regional,Sch119,School_19,Private,State,11,A,Science,Father_439,Mother_439,Graduate,Teacher,78410,43,80,61,41,43,57,97,99,68,58,647,64.7,54.63,Yes,4
S1440,Student_440,Male,12-01-2008,16,West Bengal,District B,City Y,750807,ST,Rural,English,Sch100,School_0,Private,State,7,C,Commerce,Father_440,Mother_440,PG,Farmer,87212,46,98,61,64,53,30,49,74,54,74,603,60.3,85.63,Yes,4
